"Topic","Type of topic","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Genre","Languages","Notes","Provenance"
"Joyce, James, 1882-1941","person","007328530","Monograph","Language material ; Text","Volume","","","","Eco, Umberto","","person","","Eco, Umberto [person]","Le poetiche di Joyce","","Saggi Bompiani","","Italy","Milano","Bompiani","1982","","171 pages","","YA.1987.a.3296","","English ; French ; Italian ; Latin","",""
"Joyce, James, 1882-1941","person","007328563","Monograph","Language material ; Text","Volume","","","","Chersicla, Bruno","","person","","Chersicla, Bruno [person] ; Crise, Stelio [person]","È tornato Joyce : iconografia triestina per Zois","","I quaderni della Nuova rivista europea","","Italy","Milano","","1982","","approximately 130 pages, illustrations","","YA.1987.b.1292","","Italian","",""
"Joyce, James, 1882-1941","person","007329005","Monograph","Language material ; Text","Volume","","","","Fucina di Joyce (Conference), pisa","1986","meeting/conference","","Fucina di Joyce (Conference), pisa, 1986 [meeting/conference] ; Zacchi, Romana [person] ; Bosinelli, Rosa Maria [person] ; Pugliatti, Paola [person]","Myriadminded man : proceedings of the international seminar 'La fucina di Joyce', Pisa, 1986","","Testi e discorsi","5 [Testi e discorsi]","Italy","Bologna","CLUEB","1986","","294 pages, plates","","YA.1987.a.8136","","English ; Italian","",""
"Joyce, James, 1882-1941","person","007339512","Monograph","Language material ; Text","Volume","","","9783828880559","Habermalz, Sabine","","person","","Habermalz, Sabine [person]","Nähesprache : mündliche Strukturen in James Joyces Ulysses","","Wissenschaftliche Beiträge aus dem Tectum Verlag. Reihe Literaturwissenschaft","Band 4 [Wissenschaftliche Beiträge aus dem Tectum Verlag. Reihe Literaturwissenschaft]","Germany","Marburg","Tectum","1999","","159 pages, 22 cm","","YA.2002.a.1060","","German","Originally presented as the author's thesis--Universität Freiburg, 1997",""
"Joyce, James, 1882-1941","person","007343737","Monograph","Language material ; Text","Volume","","","9783933337153","Möller, Hildegard","","person","","Möller, Hildegard [person]","A wake bestiary : mit Untersuchungen zur Tiersymbolik in James Joyces Finnegans wake","","Beiträge zur Sprachwissenschaft","Band 2 [Beiträge zur Sprachwissenschaft]","Germany","Herne","Schäfer","1999","","iv, 373 pages, 21 cm","","YA.2002.a.8527","","German","Thesis (doctoral) - Freie Universität, Berlin, 1999",""
"Joyce, James, 1882-1941","person","007343752","Monograph","Language material ; Text","Volume","","","9783825310240","Wicht, Wolfgang","1937-","person","","Wicht, Wolfgang, 1937- [person]","Utopianism in James Joyce's Ulysses","","Anglistische Forschungen","Band 278 [Anglistische Forschungen]","Germany","Heidelberg","Universitätsverlag C. Winter","2000","","257 pages, 25 cm","","12981.p.1/278","","English","",""
"Joyce, James, 1882-1941","person","007343806","Monograph","Language material ; Text","Volume","","","9789042003750 ; 9789042003859","","","","","Schneider, Ulrich, 1938- [person] ; Power, Mary [person]","New perspectives on Dubliners","","European Joyce studies","7 [European Joyce studies]","Netherlands","Amsterdam","Atlanta, GA ; Rodopi","1997","","iii, 298 pages, 23 cm","","YA.2002.a.8704","","English","",""
"Joyce, James, 1882-1941","person","007344326","Monograph","Language material ; Text","Sheet","","","9783884761717","O'Neill, Christine","","person","","O'Neill, Christine [person]","Too fine a point : a stylistic analysis of the Eumaeus episode in James Joyc's 'Ulysses'","","","","Switzerland","","","1996","","179 s, 21 cm","","YA.2002.a.9439","","English","Diss. phil. I Zürich, 1995 (Austausch beschränkt) ; Im Buchhandler: Trier : WVT, Wissenschaftlicher Verlag",""
"Joyce, James, 1882-1941","person","007344397","Monograph","Language material ; Text","Volume","","","9789051835465","","","","","Gibson, Andrew, 1949- [person]","Reading Joyce's 'Circe'","","European Joyce studies","3 [European Joyce studies]","Netherlands","Amsterdam ; Atlanta, Georgia","Rodopi","1994","","280 pages, 22 cm","","YA.2002.a.9713","","English","",""
"Joyce, James, 1882-1941","person","007349992","Monograph","Language material ; Text","Volume","","","9783860577356","Whatmore, Petra","","person","author","Whatmore, Petra, author [person]","'That mysterious thing .' : family concepts in The Forsyte Saga, To the Lighthouse, Mrs. Dalloway and Ulysses","Family concepts in The Forsyte Saga, To the Lighthouse, Mrs. Dalloway and Ulysses","ZAA Studies","Band 6 [ZAA Studies]","Germany","Tübingen","Stauffenburg","2001","","viii, 228 pages, 23 cm","","ZA.9.a.10067 (6)","","English","Orginally a dissertation presented in 1997 by the author at the University of Tübingen",""
"Joyce, James, 1882-1941","person","007351935","Monograph","Language material ; Text","Volume","","","9783447043199","Monaghan, Ken","","person","","Bauer, Ernst Arnold [person] ; Monaghan, Ken [person]","Joyce's Dublin family : my home was simply a middle class affair--","","Schriften der Universitätsbibliothek Eichstätt","Band 46 [Schriften der Universitätsbibliothek Eichstätt]","Germany","Wiesbaden","Harrassowitz","2000","","81 pages 22 pages of plates, illustrations portraits (some colour), 25 cm","","YA.2002.a.25176","","English","",""
"Joyce, James, 1882-1941","person","007394101","Monograph","Language material ; Text","Volume","GB8021143","","9780710006615 ; 9780710006660","McHugh, Roland","","person","","McHugh, Roland [person] ; Joyce, James, 1882-1941 [person]","Annotations to Finnegans wake","Finnegans wake","","","England","London","Routledge & Kegan Paul","1980","","xii, 628 pages, 26 cm","823.912","X.955/567","","English","",""
"Joyce, James, 1882-1941","person","007406982","Monograph","Language material ; Text","Volume","GB7705739","","9780713159035","McHugh, Roland","","person","","McHugh, Roland [person]","The sigla of 'Finnegans wake'","","","","England","London","Edward Arnold","1976","","vii, 150 pages, illustrations, maps, 23 cm","823.912","77/1444 ; X.989/51231","","English","bibliography: p.139-145. _ Includes index",""
"Joyce, James, 1882-1941","person","007416332","Monograph","Language material ; Text","Volume","","","9780815623175","Eckley, Grace","","person","","Eckley, Grace [person]","Children's lore in Finnegans wake","","Irish studies","","United States of America","Syracuse, New York","Syracuse University Press","1985","1st edition","xxi, 250 pages, portraits, 24 cm","823.912","YL.1990.b.201","","English","Includes index",""
"Joyce, James, 1882-1941","person","007422323","Monograph","Language material ; Text","Volume","GB9449083","","9780819192738","Eckley, Grace","","person","","Joyce, James, 1882-1941 [person] ; Eckley, Grace [person]","The steadfast Finnegans wake : a textbook","Finnegans wake","","","England","Lanham, Maryland","America ; University Press","1993","","335 pages","823.912","YK.1994.a.11189","","English","",""
"Joyce, James, 1882-1941","person","007423528","Monograph","Language material ; Text","Volume","GB9341949","","9780820314952","Warner, John M.","1935-","person","","Warner, John M., 1935- [person]","Joyce's grandfathers : myth and history in Defoe, Smollett, Sterne, and Joyce","","","","England","Athens, Georgia ; London","University of Georgia Press","1993","","xiii, 193 pages","823.009","YC.1993.b.7299","","English","",""
"Joyce, James, 1882-1941","person","007425755","Monograph","Language material ; Text","Volume","","","9780821401927","Mitchell, Breon","","person","","Mitchell, Breon [person]","James Joyce and the German novel, 1922_1933","","","","United States of America","Athens, Ohio","Ohio University Press","1976","","194 pages, 24 cm","823.912","76/44764 ; X.981/12989","","English","",""
"Joyce, James, 1882-1941","person","007425912","Monograph","Language material ; Text","Volume","GB8949102","","9780821408575","Buttigieg, Joseph A.","","person","","Buttigieg, Joseph A. [person]","A portrait of the artist in different perspective","","","","England","Athens, Ohio ; London","Ohio University Press","1987","","xiii, 165 pages, 24 cm","823.912","87/19878 ; YC.1989.b.6547","","English","Includes index",""
"Joyce, James, 1882-1941","person","007427110","Monograph","Language material ; Text","Volume","GB7733488","","9780822933311","","","","","Staley, Thomas F. [person] ; Benstock, Bernard, 1930- [person]","Approaches to Joyce's 'Portrait' : ten essays","","","","England ; United States of America","London ; Pittsburgh","Feffer & Simons ; University of Pittsburgh Press","1976","","xii, 241 pages, 22 cm","823.912","77/9488 ; X.989/51955","","English","",""
"Joyce, James, 1882-1941","person","007428131","Monograph","Language material ; Text","Volume","GB9110277","","9780824000066","Clark, Hilary","1922-","person","","Clark, Hilary, 1922- [person]","The fictional encyclopaedia : Joyce, Pound, Sollers","","Garland studies in comparative literature","","England ; United States of America","London ; New York","Garland","1990","","viii, 200 pages, illustrations, 23 cm","823.912","YC.1991.a.429","","English","",""
"Joyce, James, 1882-1941","person","007428407","Monograph","Language material ; Text","Volume","GB9131045","","9780824012113","","","","","Harty, John, 1945- [person]","James Joyce's Finnegans wake : a casebook","","Garland reference library of the humanities","volume 1003 [Garland reference library of the humanities]","England ; United States of America","London ; New York","Garland","1991","","xxi, 211 pages, illustrations, 23 cm","823.912","YC.1991.a.2081","","English","",""
"Joyce, James, 1882-1941","person","007428955","Monograph","Language material ; Text","Volume","","","9780824028992","Rose, Danis","","person","","Rose, Danis [person] ; O'Hanlon, John [person]","Understanding Finnegans Wake : a guide to the narrative of James Joyce's masterpiece","","","","United States of America","New York","Garland","1982","","xxv, 341 pages, illustrations","823.912","83/20751 ; 83/36574 ; X.950/23587","","English","",""
"Joyce, James, 1882-1941","person","007431088","Monograph","Language material ; Text","Volume","GB9114157","","9780824074838","Carpenter, William","","person","","Carpenter, William [person]","Death and marriage : structural metaphors for the work of art in Joyce and Mallarmé","","Garland publications in comparative literature","","England ; United States of America","London ; New York","Garland","1988","","237 pages, 23 cm","809.93354","YC.1991.a.2574","","English","",""
"Joyce, James, 1882-1941","person","007445055","Monograph","Language material ; Text","Volume","GB9324483","","9780907328209 ; 9780907328490","Fahy, Catherine","1954-","person","","National Library of Ireland [organisation] ; Fahy, Catherine, 1954- [person]","The James Joyce-Paul Léon papers in the National Library of Ireland : a catalogue","","","","Ireland","Dublin","National Library of Ireland","1992","","xviii, 254 pages, 21 cm","823.912","2725.e.2277","","English","",""
"Joyce, James, 1882-1941","person","007464590","Monograph","Language material ; Text","Volume","GB9681832","","9781859840696 ; 9781859849347","Moretti, Franco","1950-","person","","Moretti, Franco, 1950- [person]","Modern epic : the world-system from Goethe to García Márquez","Opere mondo. English","","","England","London","Verso","1996","","xii, 256 pages, 25 cm","809","97/01831 ; YC.1997.b.612","","English","Includes index",""
"Joyce, James, 1882-1941","person","007476015","Monograph","Language material ; Text","Volume","","","9783770515929","Kisro-Völker, Sibylle","","person","","Kisro-Völker, Sibylle [person]","Die unverantwortete Sprache : esoterische Literatur und atheoretische Philosophie als Grenzfälle medialer Selbstreflexion : eine Konfrontation von James Joyces 'Finnegans Wake' und Ludwig Wittgensteins 'Philosophischen Untersuchungen'","","Theorie und Geschichte der Literatur und der schönen Künste","Band 45 [Theorie und Geschichte der Literatur und der schönen Künste]","Germany","München","Fink","1981","","361 pages, 21 cm","","X.950/22684","","German","",""
"Joyce, James, 1882-1941","person","007481938","Monograph","Language material ; Text","Volume","","","9783789601828","Palme, Andreas","","person","","Palme, Andreas [person]","Die Personennamen im Ulysses : eine Studie zur literarischen Onomastik bei James Joyce","","Erlanger Studien","Band 82 [Erlanger Studien]","Germany","Erlangen","Palm & Enke","1990","","250 pages, illustrations","823.912","X.0909/700 (82)","","German","",""
"Joyce, James, 1882-1941","person","007488950","Monograph","Language material ; Text","Volume","","","9783820410136","Boekhorst, Peter te","1957-","person","author","Boekhorst, Peter te, 1957-, author [person]","Das literarische Leitmotiv und seine Funktionen in Romanen von Aldous Huxley, Virginia Woolf und James Joyce","","Europäische Hochschulschriften. Reihe 14, Angelsächsische Sprache und Literatur","Band 176 [Europäische Hochschulschriften. Reihe 14, Angelsächsische Sprache und Literatur]","Germany ; United States of America","Frankfurt am Main ; New York","Lang","1987","","318 pages, 21 cm","823.912092","YA.1991.a.19141","","German","",""
"Joyce, James, 1882-1941","person","007489086","Monograph","Language material ; Text","Volume","","","9783820414264","Versteegen, Heinrich","1952-","person","","Versteegen, Heinrich, 1952- [person]","James Joyces 'Ulysses' in vier deutschen Übersetzungen : samt einem Ausblick auf die niederländische Übersetzung","","Studien zur englischen und amerikanischen Literatur","Band 12 [Studien zur englischen und amerikanischen Literatur]","Germany","Frankfurt am Main","Lang","1988","","349 pages","","YA.1988.a.8903","","German","",""
"Joyce, James, 1882-1941","person","007489183","Monograph","Language material ; Text","Volume","","","9783820452211","Müller, Klaus Peter","1950-","person","","Müller, Klaus Peter, 1950- [person]","Epiphanie : Begriff und Gestaltungsprinzip im Frühwerk von James Joyce","","Literaturwissenschaft _ Theorie und Geschichte","Band 5 [Literaturwissenschaft _ Theorie und Geschichte]","Germany","Frankfurt am Main","Lang","1984","","386 pages","","X.0909/1185 (5)","","German","",""
